"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	360	1373895	26.2
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1987"	"1987"	373	1373503	27.2
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	366	1368872	26.7
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1989"	"1989"	338	1350929	25.0
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	415	1343940	30.9
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	396	1315495	30.1
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	372	1318601	28.2
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	417	1333625	31.3
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	415	1369387	30.3
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	453	1415543	32.0
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	438	1457078	30.1
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	394	1490307	26.4
	"15-19 years"	"15-19"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	340	1520323	22.4
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1979"	"1979"	89	215000	41.4
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1980"	"1980"	79	231385	34.1
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1981"	"1981"	82	252034	32.5
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1982"	"1982"	71	264175	26.9
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1983"	"1983"	70	273135	25.6
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1984"	"1984"	75	286347	26.2
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1985"	"1985"	90	302176	29.8
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1986"	"1986"	78	322794	24.2
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1987"	"1987"	76	344002	22.1
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1988"	"1988"	108	363434	29.7
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1989"	"1989"	103	381059	27.0
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1990"	"1990"	112	393772	28.4
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1991"	"1991"	104	394701	26.3
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1992"	"1992"	108	401591	26.9
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1993"	"1993"	108	413468	26.1
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1994"	"1994"	101	429467	23.5
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1995"	"1995"	113	451270	25.0
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1996"	"1996"	111	478083	23.2
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1997"	"1997"	110	505271	21.8
	"15-19 years"	"15-19"	"Female"	"F"	"Other Race"	"2131-1"	"1998"	"1998"	108	534279	20.2
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1979"	"1979"	3351	8781000	38.2
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1980"	"1980"	3301	8677221	38.0
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1981"	"1981"	2975	8358812	35.6
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1982"	"1982"	2529	8086657	31.3
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1983"	"1983"	2419	7814833	31.0
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1984"	"1984"	2504	7602840	32.9
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1985"	"1985"	2481	7500794	33.1
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1986"	"1986"	2672	7509098	35.6
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1987"	"1987"	2625	7421397	35.4
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1988"	"1988"	2610	7296706	35.8
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1989"	"1989"	2591	7108344	36.5
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	2296	6971165	32.9
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	2253	6697113	33.6
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	2052	6668378	30.8
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	2102	6749044	31.1
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	2098	6890176	30.4
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	2228	7062318	31.5
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	2211	7258062	30.5
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	2243	7429588	30.2
	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	2216	7586393	29.2
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	1564	1495000	104.6
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1980"	"1980"	1581	1497744	105.6
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	1466	1486964	98.6
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1982"	"1982"	1370	1460935	93.8
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1983"	"1983"	1253	1432308	87.5
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1984"	"1984"	1199	1403667	85.4
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1985"	"1985"	1337	1381900	96.8
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	1463	1388867	105.3
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	1633	1391893	117.3
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	1906	1391164	137.0
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1989"	"1989"	2059	1375607	149.7
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	2387	1370304	174.2
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	2669	1342227	198.8
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	2544	1347170	188.8
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	2750	1362474	201.8
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	2797	1399176	199.9
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	2454	1446571	169.6
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	2323	1488901	156.0
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	2096	1522994	137.6
	"15-19 years"	"15-19"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	1886	1554952	121.3
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1979"	"1979"	248	228000	108.8
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1980"	"1980"	279	244346	114.2
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1981"	"1981"	235	272623	86.2
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1982"	"1982"	250	287475	87.0
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1983"	"1983"	224	297221	75.4
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1984"	"1984"	246	310472	79.2
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1985"	"1985"	247	327558	75.4
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1986"	"1986"	250	349061	71.6
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1987"	"1987"	265	370709	71.5
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1988"	"1988"	294	391619	75.1
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1989"	"1989"	297	410017	72.4
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1990"	"1990"	359	422979	84.9
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1991"	"1991"	300	419695	71.5
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1992"	"1992"	322	424465	75.9
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1993"	"1993"	336	435099	77.2
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1994"	"1994"	352	450629	78.1
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1995"	"1995"	336	472031	71.2
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1996"	"1996"	347	499578	69.5
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1997"	"1997"	324	527139	61.5
	"15-19 years"	"15-19"	"Male"	"M"	"Other Race"	"2131-1"	"1998"	"1998"	307	557135	55.1
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1979"	"1979"	11250	9127000	123.3
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1980"	"1980"	10935	9013319	121.3
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1981"	"1981"	9526	8685102	109.7
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1982"	"1982"	8633	8404742	102.7
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1983"	"1983"	7748	8143529	95.1
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1984"	"1984"	7533	7929348	95.0
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1985"	"1985"	7317	7843574	93.3
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1986"	"1986"	8072	7868860	102.6
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1987"	"1987"	7445	7796802	95.5
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1988"	"1988"	7565	7684546	98.4
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1989"	"1989"	7088	7507147	94.4
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	7138	7379551	96.7
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	6627	7101049	93.3
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	6122	7086035	86.4
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	6334	7180143	88.2
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	6494	7336974	88.5
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	6376	7526265	84.7
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	6233	7738458	80.5
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	6002	7922392	75.8
	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	5920	8086650	73.2
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1979"	"1979"	699	1408000	49.6
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	674	1433135	47.0
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1981"	"1981"	628	1460967	43.0
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1982"	"1982"	557	1468979	37.9
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	634	1477004	42.9
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	584	1477002	39.5
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1985"	"1985"	538	1473843	36.5
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	561	1455994	38.5
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1987"	"1987"	612	1429785	42.8
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1988"	"1988"	636	1401680	45.4
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1989"	"1989"	599	1374909	43.6
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	537	1355862	39.6
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	614	1370413	44.8
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	570	1383482	41.2
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	653	1385931	47.1
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	578	1384092	41.8
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	462	1371957	33.7
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	486	1346300	36.1
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	452	1351027	33.5
	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	453	1366116	33.2
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1979"	"1979"	109	224000	48.7
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1980"	"1980"	93	246887	37.7
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1981"	"1981"	119	273119	43.6
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1982"	"1982"	118	289368	40.8
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1983"	"1983"	100	303812	32.9
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1984"	"1984"	96	318129	30.2
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1985"	"1985"	99	332674	29.8
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1986"	"1986"	118	346046	34.1
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1987"	"1987"	111	358401	31.0
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1988"	"1988"	102	370701	27.5
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1989"	"1989"	109	389596	28.0
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1990"	"1990"	107	405428	26.4
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1991"	"1991"	112	440477	25.4
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1992"	"1992"	127	468481	27.1
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1993"	"1993"	131	493436	26.5
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1994"	"1994"	131	507994	25.8
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1995"	"1995"	147	517944	28.4
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1996"	"1996"	112	523861	21.4
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1997"	"1997"	127	534815	23.7
	"20-24 years"	"20-24"	"Female"	"F"	"Other Race"	"2131-1"	"1998"	"1998"	123	548961	22.4
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1979"	"1979"	3382	8909000	38.0
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1980"	"1980"	3404	8975451	37.9
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1981"	"1981"	3279	9070863	36.1
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1982"	"1982"	3045	9046407	33.7
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1983"	"1983"	2916	8981291	32.5
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1984"	"1984"	3046	8891598	34.3
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1985"	"1985"	2812	8734979	32.2
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1986"	"1986"	2851	8456376	33.7
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1987"	"1987"	2647	8183032	32.3
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1988"	"1988"	2487	7917099	31.4
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1989"	"1989"	2249	7708877	29.2
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	2206	7627737	28.9
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	2257	7640454	29.5
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	2016	7564612	26.7
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	1986	7448399	26.7
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	1971	7275679	27.1
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	1894	7096032	26.7
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	1764	6900199	25.6
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	1792	6895088	26.0
	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	1682	6986138	24.1
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1979"	"1979"	2815	1287000	218.7
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1980"	"1980"	3059	1308760	233.7
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1981"	"1981"	2817	1341468	210.0
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1982"	"1982"	2578	1354899	190.3
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1983"	"1983"	2395	1369626	174.9
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1984"	"1984"	2338	1380448	169.4
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1985"	"1985"	2375	1385720	171.4
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1986"	"1986"	2669	1379755	193.4
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1987"	"1987"	2729	1358284	200.9
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1988"	"1988"	2926	1331825	219.7
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1989"	"1989"	3022	1311108	230.5
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	3216	1299074	247.6
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	3530	1309404	269.6
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	3439	1329769	258.6
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	3789	1330099	284.9
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	3513	1324916	265.1
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	3080	1312034	234.8
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	3015	1285788	234.5
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	2878	1287882	223.5
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	2620	1299133	201.7
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1979"	"1979"	396	224000	176.8
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1980"	"1980"	370	244998	151.0
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1981"	"1981"	329	275394	119.5
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1982"	"1982"	347	295075	117.6
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1983"	"1983"	394	314377	125.3
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1984"	"1984"	365	333950	109.3
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1985"	"1985"	413	352860	117.0
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1986"	"1986"	442	369564	119.6
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1987"	"1987"	408	382656	106.6
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1988"	"1988"	428	396328	108.0
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1989"	"1989"	427	415754	102.7
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1990"	"1990"	436	433970	100.5
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1991"	"1991"	386	468987	82.3
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1992"	"1992"	422	496877	84.9
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1993"	"1993"	431	518329	83.2
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1994"	"1994"	452	530796	85.2
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1995"	"1995"	467	538206	86.8
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1996"	"1996"	411	540788	76.0
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1997"	"1997"	383	548129	69.9
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1998"	"1998"	359	560500	64.0
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1979"	"1979"	14402	9044000	159.2
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1980"	"1980"	14635	9109473	160.7
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1981"	"1981"	13786	9241033	149.2
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1982"	"1982"	12723	9227405	137.9
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1983"	"1983"	11653	9186173	126.9
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1984"	"1984"	11837	9128256	129.7
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1985"	"1985"	11428	8984529	127.2
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1986"	"1986"	11546	8736324	132.2
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1987"	"1987"	10466	8479390	123.4
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1988"	"1988"	10228	8236904	124.2
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1989"	"1989"	9256	8057412	114.9
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	9565	8009507	119.4
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	9263	8004690	115.7
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	8621	7944781	108.5
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	8622	7813730	110.3
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	8491	7632587	111.2
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	8264	7464041	110.7
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	7631	7279709	104.8
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	7258	7293135	99.5
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	7318	7406255	98.8
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1979"	"1979"	1115	2177000	51.2
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1980"	"1980"	1170	2267154	51.6
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1981"	"1981"	1156	2412469	47.9
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1982"	"1982"	1107	2497828	44.3
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1983"	"1983"	1095	2575796	42.5
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1984"	"1984"	1114	2647244	42.1
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1985"	"1985"	1151	2711478	42.4
	"25-34 years"	"25-34"	"Female"	"F"	"Black or African American"	"2054-5"	"1986"	"1986"	1299	2767133	46.9
