"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by cutting and piercing instruments"	"E966"	279	937000	29.8
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by pushing from high place"	"E967"	2	937000	0.2 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by other and unspecified means"	"E968"	27	937000	2.9
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"			1501	937000	160.2
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by hanging and strangulation"	"E963"	2	988000	0.2 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by firearms and explosives"	"E965"	1332	988000	134.8
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by cutting and piercing instruments"	"E966"	258	988000	26.1
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by pushing from high place"	"E967"	2	988000	0.2 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by other and unspecified means"	"E968"	34	988000	3.4
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"			1628	988000	164.8
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by hanging and strangulation"	"E963"	16	1029000	1.6 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by firearms and explosives"	"E965"	1159	1029000	112.6
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by cutting and piercing instruments"	"E966"	204	1029000	19.8
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by other and unspecified means"	"E968"	23	1029000	2.2
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"			1402	1029000	136.2
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by poisoning"	"E962"	2	1072000	0.2 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by hanging and strangulation"	"E963"	8	1072000	0.7 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by firearms and explosives"	"E965"	1208	1072000	112.7
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by cutting and piercing instruments"	"E966"	243	1072000	22.7
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by pushing from high place"	"E967"	1	1072000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by other and unspecified means"	"E968"	32	1072000	3.0
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Late effect of injury purposely inflicted by other person"	"E969"	1	1072000	0.1 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"			1495	1072000	139.5
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Fight, brawl, rape"	"E960"	2	1116000	0.2 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by hanging and strangulation"	"E963"	10	1116000	0.9 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by firearms and explosives"	"E965"	1193	1116000	106.9
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by cutting and piercing instruments"	"E966"	230	1116000	20.6
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by other and unspecified means"	"E968"	49	1116000	4.4
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Late effect of injury purposely inflicted by other person"	"E969"	3	1116000	0.3 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"			1487	1116000	133.2
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Fight, brawl, rape"	"E960"	5	1160000	0.4 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by poisoning"	"E962"	1	1160000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by hanging and strangulation"	"E963"	11	1160000	0.9 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by firearms and explosives"	"E965"	1005	1160000	86.6
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by cutting and piercing instruments"	"E966"	223	1160000	19.2
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by pushing from high place"	"E967"	1	1160000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by other and unspecified means"	"E968"	39	1160000	3.4
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Late effect of injury purposely inflicted by other person"	"E969"	2	1160000	0.2 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"			1287	1160000	110.9
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Fight, brawl, rape"	"E960"	2	1211000	0.2 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by hanging and strangulation"	"E963"	9	1211000	0.7 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by submersion (drowning)"	"E964"	1	1211000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by firearms and explosives"	"E965"	967	1211000	79.9
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by cutting and piercing instruments"	"E966"	227	1211000	18.7
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by other and unspecified means"	"E968"	32	1211000	2.6
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Late effect of injury purposely inflicted by other person"	"E969"	1	1211000	0.1 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"			1239	1211000	102.3
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Fight, brawl, rape"	"E960"	2	1250000	0.2 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by hanging and strangulation"	"E963"	4	1250000	0.3 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by submersion (drowning)"	"E964"	2	1250000	0.2 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by firearms and explosives"	"E965"	1034	1250000	82.7
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by cutting and piercing instruments"	"E966"	237	1250000	19.0
	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by other and unspecified means"	"E968"	46	1250000	3.7
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"			1325	1250000	106.0
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"					14659	11148848	131.5
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Assault by firearms and explosives"	"E965"	10	95000	10.5 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Assault by cutting and piercing instruments"	"E966"	6	95000	6.3 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	"Assault by other and unspecified means"	"E968"	1	95000	1.1 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"			17	95000	17.9 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Fight, brawl, rape"	"E960"	3	105000	2.9 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Assault by firearms and explosives"	"E965"	21	105000	20.0
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Assault by cutting and piercing instruments"	"E966"	8	105000	7.6 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	"Assault by other and unspecified means"	"E968"	1	105000	1.0 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"			33	105000	31.4
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Fight, brawl, rape"	"E960"	1	136601	0.7 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Assault by firearms and explosives"	"E965"	12	136601	8.8 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Assault by cutting and piercing instruments"	"E966"	6	136601	4.4 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	"Assault by other and unspecified means"	"E968"	3	136601	2.2 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"			22	136601	16.1
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Assault by hanging and strangulation"	"E963"	2	132000	1.5 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Assault by firearms and explosives"	"E965"	27	132000	20.5
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Assault by cutting and piercing instruments"	"E966"	12	132000	9.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	"Assault by other and unspecified means"	"E968"	3	132000	2.3 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"			44	132000	33.3
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Assault by firearms and explosives"	"E965"	24	140000	17.1
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Assault by cutting and piercing instruments"	"E966"	6	140000	4.3 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	"Assault by other and unspecified means"	"E968"	2	140000	1.4 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"			32	140000	22.9
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Assault by submersion (drowning)"	"E964"	1	149000	0.7 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Assault by firearms and explosives"	"E965"	24	149000	16.1
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Assault by cutting and piercing instruments"	"E966"	11	149000	7.4 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	"Assault by other and unspecified means"	"E968"	1	149000	0.7 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"			37	149000	24.8
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	"Fight, brawl, rape"	"E960"	2	157000	1.3 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	"Assault by hanging and strangulation"	"E963"	2	157000	1.3 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	"Assault by firearms and explosives"	"E965"	18	157000	11.5 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	"Assault by cutting and piercing instruments"	"E966"	9	157000	5.7 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"			31	157000	19.7
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"	"Fight, brawl, rape"	"E960"	1	172000	0.6 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"	"Assault by hanging and strangulation"	"E963"	1	172000	0.6 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"	"Assault by firearms and explosives"	"E965"	30	172000	17.4
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"	"Assault by cutting and piercing instruments"	"E966"	11	172000	6.4 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"	"Assault by other and unspecified means"	"E968"	3	172000	1.7 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"			46	172000	26.7
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1976"	"1976"	"Assault by firearms and explosives"	"E965"	26	187000	13.9
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1976"	"1976"	"Assault by cutting and piercing instruments"	"E966"	7	187000	3.7 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1976"	"1976"	"Assault by other and unspecified means"	"E968"	4	187000	2.1 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1976"	"1976"			37	187000	19.8
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1977"	"1977"	"Fight, brawl, rape"	"E960"	1	200000	0.5 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1977"	"1977"	"Assault by firearms and explosives"	"E965"	29	200000	14.5
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1977"	"1977"	"Assault by cutting and piercing instruments"	"E966"	10	200000	5.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1977"	"1977"	"Assault by other and unspecified means"	"E968"	1	200000	0.5 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1977"	"1977"			41	200000	20.5
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1978"	"1978"	"Assault by firearms and explosives"	"E965"	37	212000	17.5
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1978"	"1978"	"Assault by cutting and piercing instruments"	"E966"	14	212000	6.6 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1978"	"1978"	"Assault by other and unspecified means"	"E968"	5	212000	2.4 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"	"1978"	"1978"			56	212000	26.4
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"Other Race"	"2131-1"					396	1685601	23.5
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	"Fight, brawl, rape"	"E960"	13	6365000	0.2 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	"Assault by poisoning"	"E962"	1	6365000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	"Assault by hanging and strangulation"	"E963"	6	6365000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	"Assault by submersion (drowning)"	"E964"	3	6365000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	"Assault by firearms and explosives"	"E965"	488	6365000	7.7
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	"Assault by cutting and piercing instruments"	"E966"	94	6365000	1.5
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	"Assault by other and unspecified means"	"E968"	32	6365000	0.5
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"			637	6365000	10.0
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	"Fight, brawl, rape"	"E960"	7	6677000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	"Assault by poisoning"	"E962"	2	6677000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	"Assault by hanging and strangulation"	"E963"	5	6677000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	"Assault by submersion (drowning)"	"E964"	2	6677000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	"Assault by firearms and explosives"	"E965"	525	6677000	7.9
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	"Assault by cutting and piercing instruments"	"E966"	107	6677000	1.6
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	"Assault by other and unspecified means"	"E968"	39	6677000	0.6
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"			687	6677000	10.3
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	"Fight, brawl, rape"	"E960"	8	6940820	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	"Assault by poisoning"	"E962"	2	6940820	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	"Assault by hanging and strangulation"	"E963"	9	6940820	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	"Assault by firearms and explosives"	"E965"	543	6940820	7.8
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	"Assault by cutting and piercing instruments"	"E966"	136	6940820	2.0
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	"Assault by other and unspecified means"	"E968"	43	6940820	0.6
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"			741	6940820	10.7
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Fight, brawl, rape"	"E960"	7	7607000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by poisoning"	"E962"	1	7607000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by hanging and strangulation"	"E963"	6	7607000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by submersion (drowning)"	"E964"	1	7607000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by firearms and explosives"	"E965"	620	7607000	8.2
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by cutting and piercing instruments"	"E966"	165	7607000	2.2
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by pushing from high place"	"E967"	1	7607000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	"Assault by other and unspecified means"	"E968"	55	7607000	0.7
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"			856	7607000	11.3
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Fight, brawl, rape"	"E960"	8	7717000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by poisoning"	"E962"	2	7717000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by hanging and strangulation"	"E963"	8	7717000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by submersion (drowning)"	"E964"	2	7717000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by firearms and explosives"	"E965"	722	7717000	9.4
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by cutting and piercing instruments"	"E966"	172	7717000	2.2
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	"Assault by other and unspecified means"	"E968"	56	7717000	0.7
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"			970	7717000	12.6
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Fight, brawl, rape"	"E960"	6	7897000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by poisoning"	"E962"	1	7897000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by hanging and strangulation"	"E963"	11	7897000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by submersion (drowning)"	"E964"	1	7897000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by firearms and explosives"	"E965"	794	7897000	10.1
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by cutting and piercing instruments"	"E966"	200	7897000	2.5
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	"Assault by other and unspecified means"	"E968"	60	7897000	0.8
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"			1073	7897000	13.6
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Fight, brawl, rape"	"E960"	5	8115000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by poisoning"	"E962"	2	8115000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by hanging and strangulation"	"E963"	10	8115000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by submersion (drowning)"	"E964"	2	8115000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by firearms and explosives"	"E965"	921	8115000	11.3
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by cutting and piercing instruments"	"E966"	197	8115000	2.4
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Assault by other and unspecified means"	"E968"	54	8115000	0.7
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Late effect of injury purposely inflicted by other person"	"E969"	1	8115000	0.0 (Unreliable)
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"			1192	8115000	14.7
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Fight, brawl, rape"	"E960"	5	8352000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by poisoning"	"E962"	5	8352000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by hanging and strangulation"	"E963"	13	8352000	0.2 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by submersion (drowning)"	"E964"	4	8352000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by firearms and explosives"	"E965"	847	8352000	10.1
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by cutting and piercing instruments"	"E966"	212	8352000	2.5
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Assault by other and unspecified means"	"E968"	69	8352000	0.8
"Total"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"			1155	8352000	13.8
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Fight, brawl, rape"	"E960"	10	8546000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by poisoning"	"E962"	6	8546000	0.1 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by hanging and strangulation"	"E963"	18	8546000	0.2 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by submersion (drowning)"	"E964"	2	8546000	0.0 (Unreliable)
	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by firearms and explosives"	"E965"	805	8546000	9.4
