"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	4386	1635000	268.3
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	4527	1711000	264.6
	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	4444	1794000	247.7
"Total"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"			47845	15778630	303.2
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	285	161000	177.0
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	343	176000	194.9
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	281	216866	129.6
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	289	205000	141.0
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	410	226000	181.4
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	432	245000	176.3
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	360	266000	135.3
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"	393	296000	132.8
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1976"	"1976"	421	322000	130.7
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1977"	"1977"	431	348000	123.9
	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"	"1978"	"1978"	487	373000	130.6
"Total"	"25-34 years"	"25-34"	"Male"	"M"	"Other Race"	"2131-1"			4132	2834866	145.8
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	11436	10262000	111.4
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	12177	10569000	115.2
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	12297	10774861	114.1
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	12414	11196000	110.9
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	13484	11977000	112.6
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	14640	12567000	116.5
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	14612	13115000	111.4
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	15072	13632000	110.6
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	15008	14174000	105.9
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	16186	14697000	110.1
	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	17094	15074000	113.4
"Total"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"			154420	138037861	111.9
"Total"	"25-34 years"	"25-34"	"Male"	"M"					206397	156651357	131.8
"Total"	"25-34 years"	"25-34"							262032	317671429	82.5
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	911	1309000	69.6
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	867	1308000	66.3
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	867	1309316	66.2
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	958	1308000	73.2
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	850	1314000	64.7
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	900	1323000	68.0
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	804	1333000	60.3
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	782	1336000	58.5
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	672	1360000	49.4
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	646	1391000	46.4
	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	700	1424000	49.2
"Total"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"			8957	14715316	60.9
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	65	163000	39.9
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	73	168000	43.5
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	97	198424	48.9
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	89	187000	47.6
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	86	197000	43.7
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	111	207000	53.6
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	101	218000	46.3
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	84	232000	36.2
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	117	248000	47.2
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	98	262000	37.4
	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	97	279000	34.8
"Total"	"35-44 years"	"35-44"	"Female"	"F"	"Other Race"	"2131-1"			1018	2359424	43.1
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	3883	10651000	36.5
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	4037	10471000	38.6
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	3970	10348829	38.4
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	3957	10232000	38.7
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	3858	10148000	38.0
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	3807	10099000	37.7
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	3466	10082000	34.4
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	3546	10063000	35.2
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	3254	10156000	32.0
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	3504	10343000	33.9
	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	3489	10728000	32.5
"Total"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"			40771	113321829	36.0
"Total"	"35-44 years"	"35-44"	"Female"	"F"					50746	130396569	38.9
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	3180	1097000	289.9
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	3320	1086000	305.7
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	3212	1084276	296.2
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	3287	1086000	302.7
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	3510	1094000	320.8
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	3233	1102000	293.4
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	3124	1109000	281.7
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	2928	1109000	264.0
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	2733	1128000	242.3
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	2720	1155000	235.5
	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	2783	1182000	235.4
"Total"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"			34030	12232276	278.2
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	199	140000	142.1
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	217	144000	150.7
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	204	168088	121.4
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	207	158000	131.0
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	228	168000	135.7
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	248	179000	138.5
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	216	189000	114.3
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"	223	203000	109.9
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1976"	"1976"	234	217000	107.8
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1977"	"1977"	234	230000	101.7
	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"	"1978"	"1978"	251	247000	101.6
"Total"	"35-44 years"	"35-44"	"Male"	"M"	"Other Race"	"2131-1"			2461	2043088	120.5
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	10578	10228000	103.4
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	10688	10065000	106.2
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	10667	9978872	106.9
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	10403	9907000	105.0
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	10000	9858000	101.4
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	10145	9830000	103.2
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	9737	9825000	99.1
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	9715	9817000	99.0
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	9245	9922000	93.2
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	9636	10119000	95.2
	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	10000	10514000	95.1
"Total"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"			110814	110063872	100.7
"Total"	"35-44 years"	"35-44"	"Male"	"M"					147305	124339236	118.5
"Total"	"35-44 years"	"35-44"							198051	254735805	77.7
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	610	1100000	55.5
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	663	1118000	59.3
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	703	1133625	62.0
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	736	1166000	63.1
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	732	1185000	61.8
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	745	1204000	61.9
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	656	1214000	54.0
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	669	1220000	54.8
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	631	1228000	51.4
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	582	1232000	47.2
	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	554	1242000	44.6
"Total"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"			7281	13042625	55.8
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	54	100000	54.0
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	53	109000	48.6
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	65	130757	49.7
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	53	128000	41.4
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	58	139000	41.7
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	58	149000	38.9
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	81	162000	50.0
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	74	177000	41.8
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	70	190000	36.8
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	88	203000	43.3
	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	74	214000	34.6
"Total"	"45-54 years"	"45-54"	"Female"	"F"	"Other Race"	"2131-1"			728	1701757	42.8
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	4556	10533000	43.3
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	4692	10679000	43.9
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	4803	10756325	44.7
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	4803	10885000	44.1
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	4814	10947000	44.0
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	4694	10983000	42.7
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	4336	10960000	39.6
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	4242	10910000	38.9
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	4123	10818000	38.1
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	4036	10666000	37.8
	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	3745	10538000	35.5
"Total"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"			48844	118675325	41.2
"Total"	"45-54 years"	"45-54"	"Female"	"F"					56853	133419707	42.6
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	2536	957000	265.0
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	2505	968000	258.8
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	2756	978621	281.6
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	2587	999000	259.0
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	2780	1011000	275.0
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	2727	1021000	267.1
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	2584	1022000	252.8
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	2500	1022000	244.6
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	2302	1023000	225.0
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	2164	1020000	212.2
	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	2140	1022000	209.4
"Total"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"			27581	11043621	249.7
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	159	105000	151.4
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	194	112000	173.2
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	178	130455	136.4
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	181	124000	146.0
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	182	130000	140.0
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	187	138000	135.5
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	195	146000	133.6
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"	160	155000	103.2
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1976"	"1976"	186	164000	113.4
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1977"	"1977"	191	172000	111.0
	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"	"1978"	"1978"	189	182000	103.8
"Total"	"45-54 years"	"45-54"	"Male"	"M"	"Other Race"	"2131-1"			2002	1558455	128.5
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	11552	9933000	116.3
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	11520	10032000	114.8
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	11737	10090174	116.3
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	11299	10202000	110.8
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	11586	10262000	112.9
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	11260	10302000	109.3
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	10696	10297000	103.9
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	10599	10264000	103.3
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	9725	10192000	95.4
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	9688	10070000	96.2
	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	9294	9968000	93.2
"Total"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"			118956	111612174	106.6
"Total"	"45-54 years"	"45-54"	"Male"	"M"					148539	124214250	119.6
"Total"	"45-54 years"	"45-54"							205392	257633957	79.7
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	504	828000	60.9
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	486	851000	57.1
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	473	868176	54.5
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	534	888000	60.1
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	516	905000	57.0
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	489	916000	53.4
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	509	937000	54.3
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	499	961000	51.9
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	485	972000	49.9
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	529	995000	53.2
	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	511	1019000	50.1
"Total"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"			5535	10140176	54.6
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	38	62000	61.3
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1969"	"1969"	38	66000	57.6
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1970"	"1970"	27	75795	35.6
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1971"	"1971"	39	74000	52.7
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1972"	"1972"	30	78000	38.5
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1973"	"1973"	42	83000	50.6
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1974"	"1974"	39	89000	43.8
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1975"	"1975"	45	100000	45.0
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	42	110000	38.2
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	56	122000	45.9
	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"	"1978"	"1978"	53	134000	39.6
"Total"	"55-64 years"	"55-64"	"Female"	"F"	"Other Race"	"2131-1"			449	993795	45.2
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	4179	8610000	48.5
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	4357	8761000	49.7
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	4367	8853048	49.3
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	4501	9051000	49.7
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	4650	9177000	50.7
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	4510	9286000	48.6
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	3938	9421000	41.8
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	3899	9568000	40.8
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	4016	9730000	41.3
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	4000	9911000	40.4
	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	3821	10062000	38.0
"Total"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"			46238	102430048	45.1
"Total"	"55-64 years"	"55-64"	"Female"	"F"					52222	113564019	46.0
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	1673	716000	233.7
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	1682	729000	230.7
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	1743	739129	235.8
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	1699	748000	227.1
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	1808	756000	239.2
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	1798	762000	236.0
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	1721	777000	221.5
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	1624	794000	204.5
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	1588	801000	198.3
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	1631	815000	200.1
	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	"1978"	"1978"	1523	832000	183.1
"Total"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"			18490	8469129	218.3
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1968"	"1968"	156	84000	185.7
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1969"	"1969"	160	84000	190.5
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1970"	"1970"	147	95500	153.9
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1971"	"1971"	146	88000	165.9
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1972"	"1972"	160	90000	177.8
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1973"	"1973"	158	94000	168.1
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1974"	"1974"	134	97000	138.1
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1975"	"1975"	143	103000	138.8
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1976"	"1976"	137	108000	126.9
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1977"	"1977"	134	117000	114.5
	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"	"1978"	"1978"	141	126000	111.9
"Total"	"55-64 years"	"55-64"	"Male"	"M"	"Other Race"	"2131-1"			1616	1086500	148.7
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1968"	"1968"	10751	7787000	138.1
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1969"	"1969"	10836	7898000	137.2
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1970"	"1970"	10936	7958164	137.4
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1971"	"1971"	10702	8113000	131.9
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1972"	"1972"	10666	8205000	130.0
	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	"1973"	"1973"	10501	8286000	126.7
