"year","female","male","total","country_code"
1907,50.2,46.39,48.24,"fracnp"
1908,51.27,47.37,49.27,"fracnp"
1909,52.01,48.03,49.96,"fracnp"
1910,53.31,49.45,51.33,"fracnp"
1911,50.09,46.27,48.13,"fracnp"
1912,53.75,49.5,51.57,"fracnp"
1913,53.38,49.33,51.3,"fracnp"
1914,53.25,46.55,50.11,"fracnp"
1915,52.35,40.85,48.3,"fracnp"
1916,52.95,42.46,49.4,"fracnp"
1917,52.01,42.27,48.54,"fracnp"
1918,42.98,33.84,39.95,"fracnp"
1919,50.76,40.75,47.16,"fracnp"
1920,53.45,49.28,51.42,"fracnp"
1921,54.7,50.56,52.62,"fracnp"
1922,56.83,52.88,54.85,"fracnp"
1923,56.68,52.52,54.59,"fracnp"
1924,57.42,53.02,55.21,"fracnp"
1925,56.69,52.01,54.33,"fracnp"
1926,56.2,51.77,53.97,"fracnp"
1927,57.8,53.67,55.74,"fracnp"
1928,57.54,53.23,55.38,"fracnp"
1929,56.54,51.94,54.23,"fracnp"
1930,59.35,54.34,56.83,"fracnp"
1931,59.27,54.52,56.89,"fracnp"
1932,59.74,54.71,57.22,"fracnp"
1933,60.22,55.11,57.66,"fracnp"
1934,61.22,55.46,58.32,"fracnp"
1935,61.18,55.44,58.29,"fracnp"
1936,61.73,55.86,58.78,"fracnp"
1937,62.16,56.15,59.14,"fracnp"
1938,62.04,55.89,58.95,"fracnp"
1939,62.63,56.56,59.59,"fracnp"
1940,58.94,52.53,55.73,"fracnp"
1941,61.44,53.73,57.69,"fracnp"
1942,61.78,54.54,58.28,"fracnp"
1943,61.81,54.66,58.42,"fracnp"
1944,59.59,48.35,54.17,"fracnp"
1945,60.29,53.65,57.02,"fracnp"
1946,64.95,59.63,62.35,"fracnp"
1947,66.64,61.11,63.94,"fracnp"
1948,68.74,62.73,65.8,"fracnp"
1949,67.51,62.15,64.89,"fracnp"
1950,69.19,63.43,66.37,"fracnp"
1951,68.91,63.18,66.1,"fracnp"
1952,70.23,64.42,67.39,"fracnp"
1953,70.23,64.28,67.32,"fracnp"
1954,71.22,65.04,68.19,"fracnp"
1955,71.54,65.23,68.44,"fracnp"
1956,71.68,65.17,68.47,"fracnp"
1957,72.21,65.5,68.9,"fracnp"
1958,73.23,66.86,70.11,"fracnp"
1959,73.35,66.85,70.16,"fracnp"
1960,73.62,67.03,70.37,"fracnp"
1961,74.36,67.46,70.95,"fracnp"
1962,73.9,67,70.47,"fracnp"
1963,73.81,66.81,70.32,"fracnp"
1964,74.82,67.68,71.28,"fracnp"
1965,74.72,67.47,71.1,"fracnp"
1966,75.18,67.82,71.51,"fracnp"
1967,75.2,67.79,71.5,"fracnp"
1968,75.22,67.76,71.49,"fracnp"
1969,75.05,67.42,71.21,"fracnp"
1970,75.82,68.38,72.1,"fracnp"
1971,75.87,68.31,72.07,"fracnp"
1972,76.19,68.49,72.32,"fracnp"
1973,76.31,68.68,72.47,"fracnp"
1974,76.75,68.94,72.81,"fracnp"
1975,76.87,69.02,72.9,"fracnp"
1976,77.21,69.17,73.14,"fracnp"
1977,77.84,69.7,73.73,"fracnp"
1978,77.96,69.82,73.85,"fracnp"
1979,78.28,70.07,74.13,"fracnp"
1980,78.4,70.16,74.24,"fracnp"
1981,78.5,70.38,74.4,"fracnp"
1982,78.89,70.72,74.77,"fracnp"
1983,78.82,70.74,74.74,"fracnp"
1984,79.36,71.15,75.23,"fracnp"
1985,79.45,71.24,75.31,"fracnp"
1986,79.71,71.51,75.58,"fracnp"
1987,80.3,72.04,76.15,"fracnp"
1988,80.49,72.33,76.4,"fracnp"
1989,80.67,72.46,76.55,"fracnp"
1990,80.97,72.73,76.84,"fracnp"
1991,81.17,72.88,77.02,"fracnp"
1992,81.46,73.15,77.3,"fracnp"
1993,81.47,73.26,77.36,"fracnp"
1994,81.9,73.66,77.78,"fracnp"
1995,81.91,73.85,77.88,"fracnp"
1996,82.06,74.08,78.07,"fracnp"
1997,82.32,74.52,78.43,"fracnp"
1998,82.42,74.73,78.6,"fracnp"
1999,82.52,74.95,78.76,"fracnp"
2000,82.81,75.25,79.06,"fracnp"
2001,82.95,75.45,79.24,"fracnp"
2002,83.05,75.72,79.43,"fracnp"
2003,82.96,75.83,79.44,"fracnp"
2004,83.88,76.7,80.36,"fracnp"
2005,83.84,76.75,80.36,"fracnp"
2006,84.2,77.2,80.78,"fracnp"
2007,84.41,77.43,80.99,"fracnp"
2008,84.36,77.63,81.07,"fracnp"
2009,84.46,77.8,81.2,"fracnp"
2010,84.72,78.07,81.47,"fracnp"
2011,85.02,78.46,81.82,"fracnp"
2012,84.86,78.51,81.75,"fracnp"
1816,41.07,39.03,40.05,"fratnp"
1817,40.19,38.21,39.18,"fratnp"
1818,39.06,38.08,38.55,"fratnp"
1819,37.9,36.7,37.28,"fratnp"
1820,39.94,38.57,39.23,"fratnp"
1821,40.39,39.33,39.84,"fratnp"
1822,38.99,37.67,38.31,"fratnp"
1823,40.78,39.24,39.99,"fratnp"
1824,39.92,38.45,39.16,"fratnp"
1825,39.03,38.09,38.53,"fratnp"
1826,38.29,37.27,37.76,"fratnp"
1827,40.1,38.67,39.36,"fratnp"
1828,38.27,36.89,37.56,"fratnp"
1829,40.24,38.61,39.4,"fratnp"
1830,40.33,38.88,39.59,"fratnp"
1831,40.54,38.91,39.69,"fratnp"
1832,36.5,35.22,35.83,"fratnp"
1833,39.56,38.18,38.84,"fratnp"
1834,35.76,34.37,35.04,"fratnp"
1835,40.42,38.59,39.48,"fratnp"
1836,42.76,41.2,41.96,"fratnp"
1837,39.97,38.83,39.38,"fratnp"
1838,39.97,38.71,39.33,"fratnp"
1839,41.53,40.33,40.92,"fratnp"
1840,41.14,39.65,40.38,"fratnp"
1841,41.74,39.67,40.68,"fratnp"
1842,40.88,39.15,39.99,"fratnp"
1843,41.39,40.14,40.76,"fratnp"
1844,42.94,41.68,42.3,"fratnp"
1845,44.19,42.97,43.58,"fratnp"
1846,41.29,40.05,40.66,"fratnp"
1847,41.18,39.67,40.42,"fratnp"
1848,41.1,39.51,40.29,"fratnp"
1849,36.67,35.2,35.92,"fratnp"
1850,43.97,42.6,43.28,"fratnp"
1851,42.37,41.17,41.77,"fratnp"
1852,41.92,40.72,41.31,"fratnp"
1853,43.21,41.86,42.52,"fratnp"
1854,36.98,35.32,36.13,"fratnp"
1855,39.46,35.77,37.53,"fratnp"
1856,41.28,39.09,40.15,"fratnp"
1857,40.12,39.02,39.56,"fratnp"
1858,40.02,39.33,39.67,"fratnp"
1859,35.88,34.69,35.27,"fratnp"
1860,43.84,42.82,43.32,"fratnp"
1861,40.88,39.98,40.42,"fratnp"
1862,43.29,42.08,42.67,"fratnp"
1863,42.35,41.1,41.72,"fratnp"
1864,42.7,41.28,41.97,"fratnp"
1865,40.86,39.42,40.12,"fratnp"
1866,42.55,41.09,41.81,"fratnp"
1867,43.12,41.55,42.32,"fratnp"
1868,41.11,39.35,40.21,"fratnp"
1869,42.13,40.18,41.13,"fratnp"
1870,38.34,34.63,36.39,"fratnp"
1871,32.42,27.19,29.58,"fratnp"
1872,43.75,41.57,42.63,"fratnp"
1873,42.72,40.86,41.76,"fratnp"
1874,45.29,43.37,44.3,"fratnp"
1875,44.05,42.26,43.12,"fratnp"
1876,44.65,42.45,43.51,"fratnp"
1877,45.31,43.32,44.29,"fratnp"
1878,44.37,42.31,43.31,"fratnp"
1879,45.07,42.89,43.95,"fratnp"
1880,43.72,41.73,42.69,"fratnp"
1881,44.66,42.38,43.49,"fratnp"
1882,44.37,41.87,43.08,"fratnp"
1883,44.5,41.99,43.21,"fratnp"
1884,43.75,41.19,42.43,"fratnp"
1885,45.24,42.63,43.9,"fratnp"
1886,44.43,41.84,43.1,"fratnp"
1887,44.96,42.47,43.69,"fratnp"
1888,45.61,42.62,44.07,"fratnp"
1889,46.93,44.12,45.49,"fratnp"
1890,44.73,41.98,43.32,"fratnp"
1891,45.52,42.7,44.07,"fratnp"
1892,44.98,42.12,43.51,"fratnp"
1893,45.11,42.01,43.51,"fratnp"
1894,47.12,43.88,45.45,"fratnp"
1895,46.79,43.57,45.13,"fratnp"
1896,49.13,45.95,47.49,"fratnp"
1897,49.54,46.27,47.86,"fratnp"
1898,47.61,44.31,45.92,"fratnp"
1899,46.93,43.45,45.15,"fratnp"
1900,46.87,43.24,45.01,"fratnp"
1901,48.8,45.16,46.93,"fratnp"
1902,49.74,46.25,47.96,"fratnp"
1903,50.09,46.73,48.37,"fratnp"
1904,49.75,46.39,48.03,"fratnp"
1905,50.2,46.49,48.3,"fratnp"
1906,49.63,45.84,47.68,"fratnp"
1907,50.2,46.39,48.24,"fratnp"
1908,51.27,47.37,49.27,"fratnp"
1909,52.01,48.03,49.96,"fratnp"
1910,53.31,49.45,51.33,"fratnp"
1911,50.09,46.27,48.13,"fratnp"
1912,53.75,49.5,51.57,"fratnp"
1913,53.38,49.34,51.31,"fratnp"
1914,53.25,29.35,38.2,"fratnp"
1915,52.35,27.04,36.25,"fratnp"
1916,52.95,31.23,40.22,"fratnp"
1917,52.01,35.58,43.08,"fratnp"
1918,42.98,28.37,34.84,"fratnp"
1919,50.76,44.33,47.6,"fratnp"
1920,53.45,49.62,51.53,"fratnp"
1921,54.7,50.56,52.62,"fratnp"
1922,56.83,52.88,54.85,"fratnp"
1923,56.68,52.52,54.59,"fratnp"
1924,57.42,53.02,55.21,"fratnp"
1925,56.69,52.01,54.33,"fratnp"
1926,56.2,51.77,53.97,"fratnp"
1927,57.8,53.67,55.74,"fratnp"
1928,57.54,53.23,55.38,"fratnp"
1929,56.54,51.94,54.23,"fratnp"
1930,59.35,54.34,56.83,"fratnp"
1931,59.27,54.52,56.89,"fratnp"
1932,59.74,54.71,57.22,"fratnp"
1933,60.22,55.11,57.66,"fratnp"
1934,61.22,55.46,58.32,"fratnp"
1935,61.18,55.44,58.29,"fratnp"
1936,61.73,55.86,58.78,"fratnp"
1937,62.16,56.15,59.14,"fratnp"
1938,62.04,55.89,58.95,"fratnp"
1939,62.63,56.56,59.59,"fratnp"
1940,58.94,42.27,49.55,"fratnp"
1941,61.44,54.01,57.66,"fratnp"
1942,61.43,53.55,57.41,"fratnp"
1943,58.11,48.89,53.33,"fratnp"
1944,53.67,41.73,47.2,"fratnp"
1945,58.59,51.38,54.94,"fratnp"
1946,64.95,59.63,62.35,"fratnp"
1947,66.64,61.11,63.94,"fratnp"
1948,68.74,62.73,65.8,"fratnp"
1949,67.51,62.15,64.89,"fratnp"
1950,69.19,63.43,66.37,"fratnp"
1951,68.91,63.18,66.1,"fratnp"
1952,70.23,64.42,67.39,"fratnp"
1953,70.23,64.28,67.32,"fratnp"
1954,71.22,65.04,68.19,"fratnp"
1955,71.54,65.23,68.44,"fratnp"
1956,71.68,65.17,68.47,"fratnp"
1957,72.21,65.5,68.9,"fratnp"
1958,73.23,66.86,70.11,"fratnp"
1959,73.35,66.85,70.16,"fratnp"
1960,73.62,67.03,70.37,"fratnp"
1961,74.36,67.46,70.95,"fratnp"
1962,73.9,67,70.47,"fratnp"
1963,73.81,66.81,70.32,"fratnp"
1964,74.82,67.68,71.28,"fratnp"
1965,74.72,67.47,71.1,"fratnp"
1966,75.18,67.82,71.51,"fratnp"
1967,75.2,67.79,71.5,"fratnp"
1968,75.22,67.76,71.49,"fratnp"
1969,75.05,67.42,71.21,"fratnp"
1970,75.82,68.38,72.1,"fratnp"
1971,75.87,68.31,72.07,"fratnp"
1972,76.19,68.49,72.32,"fratnp"
1973,76.31,68.68,72.47,"fratnp"
1974,76.75,68.94,72.81,"fratnp"
1975,76.87,69.02,72.9,"fratnp"
1976,77.21,69.17,73.14,"fratnp"
1977,77.84,69.7,73.73,"fratnp"
1978,77.96,69.82,73.85,"fratnp"
1979,78.28,70.07,74.13,"fratnp"
1980,78.4,70.16,74.24,"fratnp"
1981,78.5,70.38,74.4,"fratnp"
1982,78.89,70.72,74.77,"fratnp"
1983,78.82,70.74,74.74,"fratnp"
1984,79.36,71.15,75.23,"fratnp"
1985,79.45,71.24,75.31,"fratnp"
1986,79.71,71.51,75.58,"fratnp"
1987,80.3,72.04,76.15,"fratnp"
1988,80.49,72.33,76.4,"fratnp"
1989,80.67,72.46,76.55,"fratnp"
1990,80.97,72.73,76.84,"fratnp"
1991,81.17,72.88,77.02,"fratnp"
1992,81.46,73.15,77.3,"fratnp"
1993,81.47,73.26,77.36,"fratnp"
1994,81.9,73.66,77.78,"fratnp"
1995,81.91,73.85,77.88,"fratnp"
1996,82.06,74.08,78.07,"fratnp"
1997,82.32,74.52,78.43,"fratnp"
1998,82.42,74.73,78.6,"fratnp"
1999,82.52,74.95,78.76,"fratnp"
2000,82.81,75.25,79.06,"fratnp"
2001,82.95,75.45,79.24,"fratnp"
2002,83.05,75.72,79.43,"fratnp"
2003,82.96,75.83,79.44,"fratnp"
2004,83.88,76.7,80.36,"fratnp"
2005,83.84,76.75,80.36,"fratnp"
2006,84.2,77.2,80.78,"fratnp"
2007,84.41,77.43,80.99,"fratnp"
2008,84.36,77.63,81.07,"fratnp"
2009,84.46,77.8,81.2,"fratnp"
2010,84.72,78.07,81.47,"fratnp"
2011,85.02,78.46,81.82,"fratnp"
2012,84.86,78.51,81.75,"fratnp"
1922,54.94,53.92,54.44,"gbr_nir"
1923,55.83,55.32,55.56,"gbr_nir"
1924,54.77,53.7,54.2,"gbr_nir"
1925,54.75,54.11,54.4,"gbr_nir"
1926,55.94,54.6,55.24,"gbr_nir"
1927,56.84,56.63,56.73,"gbr_nir"
1928,57.5,56.34,56.9,"gbr_nir"
1929,55.66,54.7,55.14,"gbr_nir"
1930,59.22,58,58.61,"gbr_nir"
1931,58.23,57.08,57.64,"gbr_nir"
1932,58.44,57.11,57.76,"gbr_nir"
1933,58.06,56.21,57.13,"gbr_nir"
1934,59.61,57.53,58.56,"gbr_nir"
1935,57.62,55.86,56.73,"gbr_nir"
1936,58.96,57.37,58.16,"gbr_nir"
1937,58.65,57.47,58.07,"gbr_nir"
1938,59.88,58.34,59.12,"gbr_nir"
1939,61.84,59.45,60.64,"gbr_nir"
1940,59.49,56.67,58.07,"gbr_nir"
1941,59.01,56.53,57.76,"gbr_nir"
1942,62.01,58.98,60.48,"gbr_nir"
1943,62.28,59.6,60.93,"gbr_nir"
1944,63.52,61.5,62.52,"gbr_nir"
1945,64.24,62.53,63.4,"gbr_nir"
1946,65.24,62.62,63.94,"gbr_nir"
1947,65.63,62.54,64.09,"gbr_nir"
1948,67.91,64.69,66.31,"gbr_nir"
1949,67.92,65.14,66.55,"gbr_nir"
1950,68.63,65.37,67.02,"gbr_nir"
1951,67.72,64.45,66.1,"gbr_nir"
1952,70.34,66.3,68.33,"gbr_nir"
1953,70.65,66.51,68.59,"gbr_nir"
1954,70.99,67.17,69.11,"gbr_nir"
1955,70.83,67.28,69.09,"gbr_nir"
1956,71.84,68,69.94,"gbr_nir"
1957,71.78,67.46,69.64,"gbr_nir"
1958,72.39,67.71,70.06,"gbr_nir"
1959,72.06,67.76,69.94,"gbr_nir"
1960,72.25,67.79,70.05,"gbr_nir"
1961,72.57,67.08,69.82,"gbr_nir"
1962,72.81,68.25,70.56,"gbr_nir"
1963,72.55,67.57,70.07,"gbr_nir"
1964,73.35,68.05,70.71,"gbr_nir"
1965,73.48,68.16,70.84,"gbr_nir"
1966,72.93,67.58,70.26,"gbr_nir"
1967,74.37,68.95,71.68,"gbr_nir"
1968,73.47,68.52,71.03,"gbr_nir"
1969,73.62,67.76,70.69,"gbr_nir"
1970,73.68,67.76,70.7,"gbr_nir"
1971,74.26,68.1,71.17,"gbr_nir"
1972,73.7,67.32,70.48,"gbr_nir"
1973,73.4,66.55,69.92,"gbr_nir"
1974,74.01,66.87,70.37,"gbr_nir"
1975,74.33,67.68,70.99,"gbr_nir"
1976,74.02,67.7,70.84,"gbr_nir"
1977,74.55,67.84,71.16,"gbr_nir"
1978,75.14,68.59,71.86,"gbr_nir"
1979,75.09,68.26,71.64,"gbr_nir"
1980,75.2,68.48,71.82,"gbr_nir"
1981,75.79,69.24,72.52,"gbr_nir"
1982,75.62,69.92,72.82,"gbr_nir"
1983,76.29,69.88,73.1,"gbr_nir"
1984,76.77,70.37,73.6,"gbr_nir"
1985,76.69,70.47,73.61,"gbr_nir"
1986,76.93,70.64,73.81,"gbr_nir"
1987,77.43,71.37,74.46,"gbr_nir"
1988,77.16,71.17,74.22,"gbr_nir"
1989,77.64,71.66,74.7,"gbr_nir"
1990,77.77,72.11,75.01,"gbr_nir"
1991,78.28,72.36,75.39,"gbr_nir"
1992,78.74,72.85,75.87,"gbr_nir"
1993,78.22,72.63,75.49,"gbr_nir"
1994,78.68,73.19,76.02,"gbr_nir"
1995,78.66,73.24,76.04,"gbr_nir"
1996,79.14,73.82,76.57,"gbr_nir"
1997,79.4,74.13,76.86,"gbr_nir"
1998,79.67,74.22,77.02,"gbr_nir"
1999,79.15,74.15,76.74,"gbr_nir"
2000,79.79,74.79,77.39,"gbr_nir"
2001,80.34,75.18,77.86,"gbr_nir"
2002,80.29,75.37,77.92,"gbr_nir"
2003,80.64,75.87,78.35,"gbr_nir"
2004,80.74,75.99,78.46,"gbr_nir"
2005,81.17,75.95,78.64,"gbr_nir"
2006,81.08,76.14,78.68,"gbr_nir"
2007,81.37,76.24,78.87,"gbr_nir"
2008,81.17,76.51,78.91,"gbr_nir"
2009,81.42,77.19,79.39,"gbr_nir"
2010,81.69,77.14,79.48,"gbr_nir"
2011,82.39,77.82,80.17,"gbr_nir"
1922,58.86,55.18,57.03,"gbr_np"
1923,61.2,57.38,59.31,"gbr_np"
1924,60,56.15,58.08,"gbr_np"
1925,60.36,56.49,58.43,"gbr_np"
1926,61.52,57.6,59.57,"gbr_np"
1927,60.93,56.96,58.96,"gbr_np"
1928,61.92,57.88,59.92,"gbr_np"
1929,59.61,55.64,57.63,"gbr_np"
1930,62.87,58.66,60.78,"gbr_np"
1931,62.01,57.98,60.01,"gbr_np"
1932,62.43,58.59,60.53,"gbr_np"
1933,62.49,58.64,60.58,"gbr_np"
1934,63.26,59.33,61.31,"gbr_np"
1935,63.94,59.95,61.96,"gbr_np"
1936,63.85,59.64,61.76,"gbr_np"
1937,63.88,59.69,61.8,"gbr_np"
1938,65.37,61.01,63.21,"gbr_np"
1939,65.79,61.37,63.61,"gbr_np"
1940,63.5,58.15,60.88,"gbr_np"
1941,64.16,58.12,61.35,"gbr_np"
1942,66.75,60.65,63.99,"gbr_np"
1943,66.64,60.73,64.01,"gbr_np"
1944,67.59,61.38,64.81,"gbr_np"
1945,68.32,62.78,65.75,"gbr_np"
1946,68.71,63.81,66.34,"gbr_np"
1947,68.67,63.88,66.31,"gbr_np"
1948,70.64,66.04,68.39,"gbr_np"
1949,70.3,65.83,68.11,"gbr_np"
1950,70.92,66.24,68.63,"gbr_np"
1951,70.68,65.71,68.24,"gbr_np"
1952,72.11,66.84,69.54,"gbr_np"
1953,72.36,67.11,69.8,"gbr_np"
1954,72.8,67.41,70.17,"gbr_np"
1955,72.78,67.38,70.14,"gbr_np"
1956,73.1,67.58,70.4,"gbr_np"
1957,73.32,67.61,70.53,"gbr_np"
1958,73.49,67.79,70.7,"gbr_np"
1959,73.59,67.91,70.82,"gbr_np"
1960,73.89,68.05,71.04,"gbr_np"
1961,73.65,67.81,70.79,"gbr_np"
1962,73.78,67.82,70.85,"gbr_np"
1963,73.72,67.71,70.76,"gbr_np"
1964,74.57,68.41,71.55,"gbr_np"
1965,74.58,68.36,71.52,"gbr_np"
1966,74.5,68.28,71.44,"gbr_np"
1967,75.08,68.93,72.07,"gbr_np"
1968,74.72,68.57,71.69,"gbr_np"
1969,74.78,68.46,71.66,"gbr_np"
1970,75,68.71,71.9,"gbr_np"
1971,75.32,69.03,72.23,"gbr_np"
1972,75.07,68.84,72,"gbr_np"
1973,75.28,69.01,72.19,"gbr_np"
1974,75.45,69.22,72.38,"gbr_np"
1975,75.71,69.5,72.65,"gbr_np"
1976,75.68,69.53,72.64,"gbr_np"
1977,76.14,70,73.12,"gbr_np"
1978,76.08,69.95,73.06,"gbr_np"
1979,76.18,70.05,73.16,"gbr_np"
1980,76.57,70.51,73.59,"gbr_np"
1981,76.88,70.85,73.92,"gbr_np"
1982,76.95,71.04,74.04,"gbr_np"
1983,77.21,71.27,74.29,"gbr_np"
1984,77.56,71.68,74.68,"gbr_np"
1985,77.35,71.61,74.53,"gbr_np"
1986,77.67,71.82,74.8,"gbr_np"
1987,77.96,72.21,75.15,"gbr_np"
1988,78.06,72.33,75.26,"gbr_np"
1989,78.09,72.58,75.4,"gbr_np"
1990,78.5,72.84,75.74,"gbr_np"
1991,78.61,73.08,75.91,"gbr_np"
1992,78.96,73.51,76.3,"gbr_np"
1993,78.77,73.44,76.17,"gbr_np"
1994,79.31,73.99,76.72,"gbr_np"
1995,79.19,73.93,76.62,"gbr_np"
1996,79.41,74.23,76.88,"gbr_np"
1997,79.58,74.57,77.14,"gbr_np"
1998,79.72,74.72,77.28,"gbr_np"
1999,79.77,74.88,77.38,"gbr_np"
2000,80.2,75.39,77.86,"gbr_np"
2001,80.43,75.7,78.14,"gbr_np"
2002,80.53,75.86,78.26,"gbr_np"
2003,80.51,76.08,78.35,"gbr_np"
2004,81.08,76.65,78.93,"gbr_np"
2005,81.21,76.92,79.13,"gbr_np"
2006,81.5,77.13,79.37,"gbr_np"
2007,81.64,77.37,79.56,"gbr_np"
2008,81.69,77.56,79.68,"gbr_np"
2009,82.22,78.04,80.18,"gbr_np"
2010,82.35,78.37,80.41,"gbr_np"
2011,82.73,78.78,80.8,"gbr_np"
1855,44.33,41.46,42.96,"gbr_sco"
1856,45.98,42.52,44.3,"gbr_sco"
1857,45.1,41.78,43.49,"gbr_sco"
1858,44.53,41.43,43.03,"gbr_sco"
1859,45.15,42.47,43.86,"gbr_sco"
1860,42.64,40.23,41.47,"gbr_sco"
1861,45.31,42.65,44.01,"gbr_sco"
1862,43.76,41.3,42.56,"gbr_sco"
1863,41.89,39.34,40.65,"gbr_sco"
1864,41.48,38.77,40.16,"gbr_sco"
1865,43.23,40.59,41.94,"gbr_sco"
1866,43.52,40.96,42.27,"gbr_sco"
1867,44.93,42.12,43.55,"gbr_sco"
1868,44.79,41.92,43.39,"gbr_sco"
1869,42.48,39.78,41.16,"gbr_sco"
1870,43.15,40.44,41.82,"gbr_sco"
1871,42.42,40.41,41.45,"gbr_sco"
1872,43.18,40.23,41.73,"gbr_sco"
1873,43.82,40.34,42.09,"gbr_sco"
1874,42.11,39.01,40.57,"gbr_sco"
1875,41.93,39.85,40.91,"gbr_sco"
1876,45.31,42.09,43.72,"gbr_sco"
1877,46.09,42.88,44.51,"gbr_sco"
1878,44.82,42.22,43.55,"gbr_sco"
1879,46.4,44.08,45.27,"gbr_sco"
1880,45.26,42.42,43.87,"gbr_sco"
1881,46.79,44.03,45.44,"gbr_sco"
1882,46.42,43.94,45.21,"gbr_sco"
1883,45.62,43.12,44.4,"gbr_sco"
1884,46.33,43.71,45.04,"gbr_sco"
1885,46.75,44.48,45.64,"gbr_sco"
1886,47.47,45.11,46.31,"gbr_sco"
1887,46.94,44.74,45.87,"gbr_sco"
1888,48.4,46.36,47.41,"gbr_sco"
1889,47.66,45.28,46.5,"gbr_sco"
1890,45.64,43.23,44.46,"gbr_sco"
1891,45.06,42.75,43.92,"gbr_sco"
1892,47.51,45.02,46.29,"gbr_sco"
1893,46.01,43.56,44.81,"gbr_sco"
1894,49.16,46.91,48.06,"gbr_sco"
1895,46.49,43.67,45.08,"gbr_sco"
1896,50.03,47.28,48.68,"gbr_sco"
1897,47.67,44.89,46.3,"gbr_sco"
1898,48.06,45.17,46.63,"gbr_sco"
1899,48.34,45.3,46.83,"gbr_sco"
1900,48.03,44.78,46.41,"gbr_sco"
1901,48.12,45.25,46.7,"gbr_sco"
1902,49.87,46.54,48.21,"gbr_sco"
1903,50.53,47.39,48.97,"gbr_sco"
1904,49.78,47.1,48.46,"gbr_sco"
1905,51.09,48.25,49.69,"gbr_sco"
1906,51.09,48.33,49.73,"gbr_sco"
1907,50.69,48.16,49.44,"gbr_sco"
1908,50.61,47.68,49.15,"gbr_sco"
1909,52.05,49.26,50.67,"gbr_sco"
1910,52.79,49.73,51.27,"gbr_sco"
1911,52.99,49.95,51.48,"gbr_sco"
1912,53.15,50.09,51.63,"gbr_sco"
1913,53.07,49.89,51.49,"gbr_sco"
1914,52.9,49.74,51.33,"gbr_sco"
1915,50.73,47.08,48.9,"gbr_sco"
1916,54.49,50.95,52.72,"gbr_sco"
1917,54.49,50.75,52.61,"gbr_sco"
1918,50.41,47.29,48.86,"gbr_sco"
1919,52.5,49.06,50.79,"gbr_sco"
1920,55.88,52.04,53.95,"gbr_sco"
1921,57.48,54.34,55.92,"gbr_sco"
1922,55.17,52.13,53.65,"gbr_sco"
1923,58.97,55.68,57.34,"gbr_sco"
1924,56.39,52.92,54.65,"gbr_sco"
1925,58.27,54.37,56.32,"gbr_sco"
1926,59,55.39,57.2,"gbr_sco"
1927,58.67,54.88,56.78,"gbr_sco"
1928,58.62,55.09,56.86,"gbr_sco"
1929,57.79,53.91,55.84,"gbr_sco"
1930,59.44,55.64,57.55,"gbr_sco"
1931,59.91,56.15,58.04,"gbr_sco"
1932,59.12,55.96,57.56,"gbr_sco"
1933,60.49,56.73,58.62,"gbr_sco"
1934,60.63,56.93,58.79,"gbr_sco"
1935,61.2,57.48,59.35,"gbr_sco"
1936,60.88,56.79,58.84,"gbr_sco"
1937,60.91,56.73,58.83,"gbr_sco"
1938,62.51,58.84,60.7,"gbr_sco"
1939,63.45,58.9,61.18,"gbr_sco"
1940,61.42,55.48,58.52,"gbr_sco"
1941,60.96,53.6,57.64,"gbr_sco"
1942,63.79,55.86,60.38,"gbr_sco"
1943,63.6,55.64,60.26,"gbr_sco"
1944,64.65,56.66,61.21,"gbr_sco"
1945,65.93,59.68,63.03,"gbr_sco"
1946,65.44,60.65,63.11,"gbr_sco"
1947,65.52,61.19,63.39,"gbr_sco"
1948,67.53,63.47,65.55,"gbr_sco"
1949,67.53,63.69,65.66,"gbr_sco"
1950,68.17,64.15,66.21,"gbr_sco"
1951,68.42,64.14,66.33,"gbr_sco"
1952,69.57,65.04,67.36,"gbr_sco"
1953,70.67,65.59,68.19,"gbr_sco"
1954,70.56,65.48,68.08,"gbr_sco"
1955,70.67,65.74,68.27,"gbr_sco"
1956,71.23,65.93,68.64,"gbr_sco"
1957,71.43,65.85,68.69,"gbr_sco"
1958,71.41,66.15,68.85,"gbr_sco"
1959,71.56,65.96,68.81,"gbr_sco"
1960,71.96,66.33,69.21,"gbr_sco"
1961,71.89,66.15,69.07,"gbr_sco"
1962,72.12,66.1,69.15,"gbr_sco"
1963,71.98,65.87,68.96,"gbr_sco"
1964,72.85,66.71,69.84,"gbr_sco"
1965,72.72,66.6,69.71,"gbr_sco"
1966,72.66,66.7,69.74,"gbr_sco"
1967,73.68,67.45,70.64,"gbr_sco"
1968,73.22,67.02,70.18,"gbr_sco"
1969,73.21,67.01,70.17,"gbr_sco"
1970,73.44,67.15,70.35,"gbr_sco"
1971,73.96,67.55,70.82,"gbr_sco"
1972,73.68,67.32,70.55,"gbr_sco"
1973,73.87,67.34,70.65,"gbr_sco"
1974,73.83,67.55,70.75,"gbr_sco"
1975,74.41,67.91,71.22,"gbr_sco"
1976,74.34,67.94,71.2,"gbr_sco"
1977,74.74,68.44,71.66,"gbr_sco"
1978,74.41,68.36,71.46,"gbr_sco"
1979,74.55,68.36,71.51,"gbr_sco"
1980,75.22,68.95,72.16,"gbr_sco"
1981,75.42,69.1,72.33,"gbr_sco"
1982,75.29,69.25,72.34,"gbr_sco"
1983,75.73,69.64,72.77,"gbr_sco"
